Gene mut_lof mut_mis3 dn_lof dn_mis3 cc_case1 cc_case2 cc_control1 cc_control2
G8636 1.83499535225451e-07 1.04146e-10 0 0 0 0 0 0
G8637 2.75751271980676e-07 1.04146e-10 0 0 0 0 0 0
G8638 9.88605444619125e-07 2.31578e-06 0 0 0 1 0 1
G8639 9.2436954289802e-07 5.82364e-07 0 0 0 0 0 0
G8640 9.19537181304025e-08 1.04146e-10 0 0 10 0 22 0
G8641 9.31328997560435e-07 4.66804e-06 0 0 0 0 0 0
G8642 1.12294186424858e-06 1.04146e-10 0 0 0 0 0 0
G8643 9.5680484490109e-07 1.70925e-06 0 0 0 3 0 5
G8644 8.19904550616625e-07 1.04146e-10 0 0 0 0 0 0
G8645 1.12376527140139e-06 2.27977e-06 0 0 5 0 5 0
G8646 1.15458005893393e-06 1.04146e-10 0 0 0 0 0 0
G8647 1.07952168275512e-06 2.76895e-06 0 0 0 0 0 0
G8648 1.20565980336891e-06 2.04529e-06 0 0 0 0 0 0
G8649 1.0570634992664e-06 3.13947e-06 0 0 0 3 0 2
G8650 1.09809961349158e-06 3.25012e-06 0 0 0 0 0 0
G8651 9.1912981090501e-07 2.85962e-06 0 0 1 34 0 45
G8652 8.5137764619278e-07 4.18243e-06 0 0 0 0 0 0
G8653 8.67728213649855e-07 4.48876e-07 0 0 0 0 0 0
G8654 8.3973288511727e-07 3.58865e-06 0 0 0 16 2 24
G8655 8.62647977112525e-07 2.82452e-06 0 0 0 1 0 1
G8656 8.74226938208665e-07 9.52087e-08 0 0 0 0 0 0
G8657 8.9638193086408e-07 3.57962e-06 0 0 0 0 0 0
G8658 9.2574631962875e-07 3.25669e-06 0 0 0 1 0 0
G8659 7.9626315042201e-07 1.34624e-06 0 0 0 0 0 0
G8660 9.5619298446308e-07 1.36777e-06 0 0 0 0 0 0
G8661 1.21941103513715e-06 1.13383e-06 0 0 0 0 0 0
G8662 1.52637049790718e-06 3.78935e-06 0 0 0 0 0 0
G8663 1.0510567871004e-06 1.04146e-10 0 0 0 0 0 0
G8664 4.5762853377154e-07 1.04146e-10 0 0 0 9 0 16
G8665 9.34840459485265e-07 4.95245e-06 0 0 0 0 0 0
G8666 8.6964062996621e-07 4.50864e-06 0 0 0 1 2 3
G8667 8.64984227118055e-07 4.21643e-06 0 0 0 0 0 0
G8668 8.76938926701135e-07 4.35951e-06 0 1 0 0 1 0
G8669 7.98737150792105e-07 1.04041e-07 0 0 0 1 0 3
G8670 1.04205885459126e-06 2.81952e-06 0 0 0 0 0 0
G8671 9.6157097464132e-07 3.39298e-06 0 0 0 0 0 0
G8672 1.00726746338973e-06 3.58058e-06 0 0 0 0 0 1
G8673 9.0045401214514e-07 5.3443e-08 0 0 0 0 0 0
G8674 1.14190926017188e-06 4.83713e-06 0 0 0 0 0 0
G8675 8.9775776002737e-07 2.94891e-06 0 0 0 0 0 0
G8676 1.31657016445187e-06 1.04146e-10 0 0 0 3 1 1
G8677 1.07620400947995e-06 1.04146e-10 0 0 0 0 0 0
G8678 1.06610897765819e-06 2.79906e-06 0 0 0 0 0 0
G8679 1.07422110194599e-06 1.20664e-06 0 0 0 0 0 0
G8680 1.106600482424e-06 1.19183e-07 0 0 0 0 0 0
G8681 9.52054457042755e-07 1.04146e-10 0 0 0 0 0 1
G8682 1.09604455697383e-06 3.51541e-06 0 0 0 0 0 0
G8683 1.01853818226914e-06 3.57322e-07 0 0 1 1 6 1
G8684 9.93960663764495e-07 3.61275e-06 0 0 0 0 0 0
G8685 1.29184739937651e-06 2.14718e-06 0 0 0 1 0 4
G8686 9.16703831820895e-07 1.04146e-10 0 0 12 0 19 0
G8687 1.18662123292551e-06 1.04146e-10 0 0 0 0 0 0
G8688 2.49588480672405e-07 1.04146e-10 0 0 0 0 0 0
G8689 2.42935828637587e-07 1.04146e-10 0 0 0 6 0 4
G8690 1.64088452245343e-07 1.04146e-10 0 0 0 0 0 0
G8691 2.44196094293813e-07 1.04146e-10 0 0 0 0 0 0
G8692 3.81012449372755e-07 1.04146e-10 0 0 0 0 0 0
G8693 3.27696001361276e-07 1.04146e-10 0 0 0 0 0 0
G8694 3.85109824880215e-07 1.04146e-10 0 0 0 0 0 0
G8695 3.98439915900537e-07 1.04146e-10 0 0 0 0 0 0
G8696 3.59057518876476e-07 1.04146e-10 0 0 0 0 0 0
G8697 2.81266632308269e-07 1.04146e-10 0 0 0 0 0 0
G8698 6.0660594684469e-07 1.04146e-10 0 0 4 0 7 0
G8699 4.55811368352973e-07 1.04146e-10 0 0 0 0 0 0
G8700 5.1632744851018e-07 1.04146e-10 0 0 0 0 0 0
G8701 5.4551299777822e-07 1.04146e-10 0 0 0 0 0 0
G8702 3.99414927185417e-07 1.04146e-10 0 0 0 4 0 3
G8703 4.19253656627656e-07 1.04146e-10 0 0 0 0 0 0
G8704 4.42026053642473e-07 1.16871e-07 0 0 0 0 0 0
G8705 1.21938987152247e-07 1.04146e-10 0 0 0 0 0 0
G8706 1.62998928050752e-07 1.04146e-10 0 0 0 0 0 0
G8707 1.18615653897881e-07 1.04146e-10 0 0 0 0 0 0
G8708 1.18033892828255e-07 1.04146e-10 0 0 0 0 0 0
G8709 2.24381520282223e-07 2.15758e-08 0 0 0 0 0 0
G8710 2.17425919028234e-07 2.12846e-08 0 0 0 0 0 0
G8711 1.91416788254829e-07 1.04146e-10 0 0 0 0 0 0
G8712 2.35591146318347e-07 6.00606e-08 0 0 17 6 14 1
G8713 1.60049965041101e-07 1.04146e-10 0 0 0 0 2 0
G8714 7.12229829663115e-07 1.04146e-10 0 0 3 0 3 0
G8715 1.82996235466643e-07 1.04146e-10 0 0 0 0 0 0
G8716 1.98774549877883e-07 1.04146e-10 0 0 0 0 0 0
G8717 9.029061204728e-08 1.04146e-10 0 0 0 0 0 0
G8718 1.58796246787244e-07 1.04146e-10 0 0 0 0 0 0
G8719 1.14812089727944e-07 1.04146e-10 0 0 0 0 0 1
G8720 1.79401537146587e-07 1.04146e-10 0 0 3 0 4 0
G8721 9.18203817006085e-08 1.04146e-10 0 0 0 0 0 0
G8722 1.12266867056651e-07 1.04146e-10 0 0 0 0 0 0
G8723 2.3177171071713e-07 1.04146e-10 0 0 0 0 0 0
G8724 1.95807309182623e-07 1.04146e-10 0 0 0 0 0 0
G8725 1.91060267977841e-07 1.34333e-07 0 0 0 0 0 0
G8726 1.96678270737742e-07 1.04146e-10 0 0 0 0 0 0
G8727 1.96678270737742e-07 1.04146e-10 0 0 0 0 1 0
G8728 1.11029709117905e-07 1.04146e-10 0 0 0 0 0 0
G8729 1.07245510806103e-07 1.04146e-10 0 0 0 0 0 0
G8730 7.7604314951914e-08 1.04146e-10 0 0 0 0 0 0
G8731 1.00933257341287e-07 1.04146e-10 0 0 0 0 0 0
G8732 2.41567469112272e-07 1.04146e-10 0 0 3 0 5 0
G8733 5.25049601221905e-08 1.04146e-10 0 0 0 0 0 0
G8734 8.7460942130461e-08 1.04146e-10 0 0 5 0 4 0
G8735 5.8562257963912e-08 1.04146e-10 0 0 1 0 1 0
G8736 7.7514035168239e-08 1.04146e-10 0 0 0 0 0 0
G8737 4.6193875560573e-07 5.7224e-08 0 0 0 0 0 0
G8738 1.05459999669964e-07 1.04146e-10 0 0 1 0 0 0
G8739 2.38200865276637e-07 8.31127e-09 0 0 0 0 0 0
G8740 2.35670315094209e-07 2.62531e-08 0 0 0 0 0 0
G8741 5.33172588348015e-07 1.04146e-10 0 0 0 0 0 0
G8742 9.20179249672965e-08 1.04146e-10 0 0 0 1 0 0
G8743 9.2531551770512e-08 1.04146e-10 0 0 0 0 0 0
G8744 1.70846458053322e-07 1.04146e-10 0 0 0 0 0 0
G8745 1.6426888897262e-07 1.04146e-10 0 0 0 0 0 0
G8746 4.13292690265898e-07 1.04146e-10 0 0 0 2 0 0
G8747 3.34056680309988e-07 1.04146e-10 0 0 0 0 0 0
G8748 1.76891219700692e-07 1.04146e-10 0 0 0 0 0 0
G8749 2.09606048670118e-07 1.04146e-10 0 0 0 0 0 0
G8750 2.44014191726923e-07 1.04146e-10 0 0 0 0 0 0
G8751 3.16644054233986e-07 1.04146e-10 0 0 0 0 0 0
G8752 3.33870749946466e-07 1.04146e-10 0 0 0 0 0 0
G8753 2.77546720078684e-07 1.04146e-10 0 0 0 0 0 0
G8754 3.36246328441243e-07 1.04146e-10 0 0 0 0 0 0
G8755 3.51587499517282e-07 1.04146e-10 0 0 0 0 0 0
G8756 2.52642017754269e-07 1.04146e-10 0 0 0 3 0 1
G8757 1.75661105789635e-07 1.04146e-10 0 0 0 0 0 0
G8758 1.66265688237527e-07 1.04146e-10 0 0 0 0 0 0
G8759 1.80549912530505e-07 1.04146e-10 0 0 1 0 0 0
G8760 2.52409231482783e-07 1.04146e-10 0 0 0 0 0 0
G8761 2.15799847185677e-07 1.04146e-10 0 0 0 0 0 0
G8762 2.39317712508484e-07 1.04146e-10 0 0 0 0 0 0
G8763 1.28046695542644e-07 1.04146e-10 0 0 1 6 0 5
G8764 1.77705611172634e-07 1.04146e-10 0 0 0 0 0 0
G8765 2.19388054307045e-07 1.04146e-10 0 0 0 0 0 1
G8766 2.18980772800507e-07 1.04146e-10 0 0 0 0 0 0
G8767 1.06299033839062e-07 1.04146e-10 0 0 0 0 1 0
G8768 1.43163479729327e-07 1.04146e-10 0 0 0 0 0 0
G8769 1.54647752592044e-07 1.04146e-10 0 0 0 0 0 0
G8770 8.40895363738815e-08 1.04146e-10 0 0 0 0 0 0
G8771 9.23080757201775e-08 1.04146e-10 0 0 0 0 1 0
G8772 3.35989585873893e-07 1.04146e-10 0 0 0 0 0 0
G8773 2.28786244211353e-07 1.04146e-10 0 0 0 0 0 0
G8774 2.14299036757329e-07 1.04146e-10 1 0 2 0 1 0
G8775 2.0872957834924e-07 1.04146e-10 0 0 5 0 3 0
G8776 2.27604939859693e-07 1.04146e-10 0 0 0 0 0 0
G8777 2.25430016813266e-07 1.04146e-10 0 0 0 0 0 0
G8778 2.10671726615133e-07 1.04146e-10 0 0 0 0 0 0
G8779 2.28195236003758e-07 1.04146e-10 0 0 0 0 0 0
G8780 3.98094786660416e-07 1.06548e-06 0 0 0 0 0 0
G8781 4.80371695074522e-07 8.83586e-07 0 0 0 0 0 0
G8782 5.1708414311644e-07 1.04146e-10 0 0 0 0 0 0
G8783 1.89853207358482e-06 1.11809e-06 0 0 0 0 0 0
G8784 2.1365839402999e-06 5.78291e-06 0 0 0 1 0 0
G8785 4.94724225652488e-07 1.04146e-10 0 0 0 0 1 0
G8786 4.54144685235119e-06 2.91113e-06 0 0 3 0 3 0
G8787 8.8314192954002e-08 1.04146e-10 0 0 0 39 0 15
G8788 4.99492086291291e-07 1.30037e-06 0 0 0 0 0 0
G8789 1.67638924748037e-06 2.3066e-06 0 0 0 0 0 0
G8790 1.57789793245589e-06 3.76746e-06 0 0 0 2 0 0
G8791 1.31067402705062e-06 1.04146e-10 0 0 0 0 0 0
G8792 1.20230487849381e-06 4.35839e-06 0 0 0 28 0 21
G8793 6.99910293319105e-07 5.17367e-06 0 0 4 0 4 0
G8794 2.57422348911124e-06 6.68357e-06 0 0 0 0 0 0
G8795 2.16759579480463e-06 4.89721e-06 0 0 0 0 0 0
G8796 2.07210536255841e-06 5.8175e-06 0 0 0 0 0 0
G8797 2.06800825228163e-06 3.90024e-06 0 0 0 4 0 6
G8798 8.6393051801091e-07 1.94725e-06 0 0 0 0 0 0
G8799 1.34180665466994e-06 3.65691e-06 0 0 0 0 0 0
G8800 3.29349486349323e-07 1.04146e-10 0 0 0 0 0 0
G8801 1.04917949323129e-06 2.65674e-06 0 0 0 0 0 0
G8802 8.1042749979848e-07 2.3182e-06 0 0 0 0 0 0
G8803 1.12221509209968e-06 8.12731e-07 0 0 0 0 0 0
G8804 1.43987163439466e-06 6.17732e-07 0 0 0 0 0 0
G8805 8.2559842536124e-07 4.33673e-08 0 0 0 0 0 0
G8806 3.82020121773318e-07 1.04146e-10 0 0 0 0 0 0
G8807 3.03822803236449e-07 4.38149e-07 0 0 0 1 0 0
G8808 7.39342749696215e-06 2.48696e-05 0 0 0 9 0 6
G8809 8.63194307363595e-06 2.2866e-05 0 1 0 4 0 2
G8810 8.939404139772e-06 1.04146e-10 0 0 0 0 0 0
G8811 4.65408951703252e-06 8.09821e-06 0 0 0 0 0 0
G8812 1.02079678982952e-05 1.54721e-05 0 0 0 1 0 0
G8813 5.72795092539035e-06 1.04146e-10 0 0 0 0 0 0
G8814 5.1310756008439e-06 1.71216e-05 0 0 0 0 0 0
G8815 3.27808849172636e-06 7.11389e-06 0 0 1 0 1 0
G8816 4.34009239171434e-06 6.72317e-06 0 0 0 0 0 0
G8817 3.8746218995772e-06 1.33875e-05 0 0 10 0 5 0
G8818 3.30497558285514e-06 7.02253e-06 0 0 0 1 0 6
G8819 3.50393703862309e-06 1.38643e-05 0 0 0 0 2 0
G8820 8.19637771178925e-07 2.83059e-06 0 0 0 0 0 0
G8821 7.12014845483815e-07 9.95146e-07 0 0 0 0 0 0
G8822 7.29369710736585e-07 1.04146e-10 0 0 0 0 0 0
G8823 4.47662770003384e-07 7.41066e-07 0 0 0 0 0 0
G8824 3.64240470303113e-07 1.01767e-06 0 0 0 0 0 0
G8825 5.65141202825575e-07 6.48901e-07 0 0 3 0 2 0
G8826 3.96287399630635e-07 1.04146e-10 0 0 0 2 0 3
G8827 4.16309690107421e-07 1.04146e-10 0 0 0 0 1 0
G8828 8.89127429231655e-08 1.04146e-10 0 0 0 0 0 0
G8829 1.12785712966922e-06 3.24292e-06 0 0 0 0 0 0
G8830 1.30844381979147e-06 4.35753e-06 0 0 0 0 0 0
G8831 1.28679052202981e-06 5.86811e-06 0 0 0 0 0 0
G8832 6.835684264691e-07 1.38211e-06 0 0 27 0 30 0
G8833 7.5957610798819e-07 2.15099e-06 0 0 4 0 7 0
G8834 5.5732024615745e-07 1.11865e-06 0 0 0 0 2 0
G8835 2.00197276251187e-06 9.12148e-06 0 0 0 0 0 0
G8836 2.94132499163241e-06 8.56333e-06 0 0 0 0 0 0
G8837 3.20067588485269e-06 6.13088e-06 0 0 0 0 0 0
G8838 2.41845907657593e-06 4.88603e-06 0 0 0 0 0 0
G8839 2.11644423711817e-06 1.8308e-06 0 0 5 0 8 0
G8840 6.5869908827815e-07 2.57822e-06 0 0 0 0 0 0
G8841 1.81277132447278e-06 2.8038e-06 0 0 0 13 0 6
G8842 3.5001932151887e-06 1.1503e-05 0 0 0 0 0 0
G8843 2.52577200073563e-06 6.96278e-06 0 0 0 0 0 0
G8844 1.35702722387226e-07 1.04146e-10 0 0 0 0 0 0
G8845 1.19379297515503e-06 1.64256e-06 0 0 0 0 0 0
G8846 1.40007225871992e-06 1.04146e-10 0 0 0 0 0 0
G8847 9.5790303913014e-07 1.04146e-10 0 0 0 0 0 0
G8848 3.07415434827826e-06 4.51866e-06 0 0 0 0 0 0
G8849 1.99662536866384e-06 5.4539e-06 0 0 0 0 0 0
G8850 1.0563909399895e-06 1.04146e-10 0 0 0 0 0 0
G8851 9.8442752539084e-07 2.34198e-06 0 0 0 0 0 0
G8852 2.18470712239336e-07 1.2392e-06 0 0 3 0 3 0
G8853 1.18271210002625e-06 1.49677e-06 0 0 0 0 0 0
G8854 2.44082068248991e-06 5.20127e-06 0 0 0 0 0 0
G8855 4.25873384945953e-07 2.94524e-06 0 0 0 4 0 7
G8856 5.7933468561523e-07 1.70258e-06 0 0 0 0 0 0
G8857 1.87689818046411e-06 2.41421e-06 0 0 0 0 0 0
G8858 1.29121181278368e-06 1.58906e-06 0 0 6 0 11 0
G8859 7.55569147106345e-07 1.04146e-10 0 0 0 0 0 0
G8860 1.33868761347521e-07 1.04146e-10 0 0 0 0 0 0
G8861 1.34913520954612e-07 1.04146e-10 0 0 0 0 0 0
G8862 2.27624738560188e-07 1.04146e-10 0 0 5 0 5 0
G8863 1.78327929735391e-07 1.04146e-10 0 0 7 0 9 0
G8864 1.77084756952511e-07 1.04146e-10 0 0 0 0 0 0
G8865 1.46974920513721e-07 1.04146e-10 0 0 0 0 0 0
G8866 2.51972073400359e-07 1.04146e-10 0 0 0 0 0 0
G8867 1.53598600519037e-07 1.04146e-10 0 0 0 0 0 0
G8868 1.53311766368151e-07 1.04146e-10 0 0 0 0 0 0
G8869 1.55420381306935e-07 1.04146e-10 0 0 0 0 0 0
G8870 1.09713891288439e-07 1.04146e-10 0 0 1 0 0 0
G8871 2.15530748492033e-07 1.04146e-10 0 0 0 0 0 0
G8872 1.09204321645679e-07 1.04146e-10 0 0 2 0 2 0
G8873 2.48279110060003e-07 1.04146e-10 0 0 0 0 0 0
G8874 2.37807781504931e-07 1.04146e-10 0 0 0 0 1 0
G8875 1.21579284817321e-07 1.04146e-10 0 0 0 0 0 1
G8876 3.61855447180409e-07 1.04146e-10 0 0 0 0 0 0
G8877 1.72768597209649e-07 1.04146e-10 0 0 0 3 3 7
G8878 1.57561668910255e-06 6.63196e-06 0 0 0 0 0 0
G8879 1.0801157297508e-06 1.86432e-06 0 0 0 0 0 0
G8880 1.04457054980352e-06 2.63264e-06 0 0 6 0 3 0
G8881 1.17924038052429e-06 4.9874e-06 0 0 0 0 0 1
G8882 7.06862503115275e-07 2.98188e-09 0 0 0 0 0 0
G8883 5.81179415666325e-07 1.04146e-10 0 0 0 0 0 0
G8884 5.421879730279e-07 1.04146e-10 0 0 0 0 0 0
G8885 4.67119603957647e-07 1.05793e-07 0 0 0 1 0 0
G8886 5.94636633112135e-07 1.52577e-07 0 0 0 0 0 0
G8887 6.8449829343731e-07 1.47695e-08 0 0 0 0 0 0
G8888 4.30460841325627e-07 1.04146e-10 0 0 0 0 1 0
G8889 4.67425137142308e-07 1.04146e-10 0 0 0 0 0 0
G8890 1.24786010286271e-06 8.00637e-08 0 0 1 0 1 0
G8891 1.71862608516554e-06 1.92708e-07 0 0 13 0 18 0
G8892 1.62971321844568e-06 5.37316e-06 0 0 0 0 0 0
G8893 1.94158863600375e-06 1.89627e-06 0 0 0 19 0 11
G8894 3.91832777171903e-06 1.04864e-05 0 0 1 0 1 0
G8895 1.55676537392332e-06 5.26287e-06 0 0 0 0 0 0
G8896 1.06185237270218e-06 5.46587e-06 0 0 0 0 0 0
G8897 1.1499594024909e-06 4.04139e-06 0 0 0 0 0 0
G8898 1.74791725230611e-06 1.04146e-10 0 0 0 0 0 0
G8899 9.14582564455955e-07 2.15121e-06 0 0 0 0 0 0
G8900 6.88668026156815e-07 1.04146e-10 0 0 0 0 0 0
G8901 4.49421282983121e-07 1.04146e-10 0 0 0 0 0 0
G8902 6.6915118674296e-07 2.11243e-06 0 0 0 0 0 0
G8903 6.6705397765982e-07 3.36993e-06 0 0 0 0 0 0
G8904 1.34765625969148e-06 6.99326e-06 0 0 0 0 0 0
G8905 2.23095881278351e-06 8.80463e-06 0 0 0 0 0 0
G8906 8.86608845909065e-07 1.30407e-06 0 0 0 6 0 12
G8907 4.77925609290388e-07 1.32764e-07 0 0 0 0 0 0
G8908 6.80512086095735e-07 1.88458e-06 0 0 0 0 0 0
G8909 8.4120789771631e-07 3.09387e-06 0 0 0 0 0 0
G8910 6.98750857681225e-07 2.00462e-06 0 0 0 0 1 0
G8911 5.3475033171878e-07 1.04146e-10 0 0 0 0 0 0
G8912 1.66025117664883e-07 1.04146e-10 0 0 0 0 0 0
G8913 8.0519627568877e-07 1.69387e-06 0 0 16 2 29 1
G8914 3.81152186614894e-07 1.16498e-06 0 0 1 0 1 0
G8915 1.15321149201634e-06 3.16907e-06 0 0 0 0 0 0
G8916 1.1771089683825e-07 1.04146e-10 0 0 0 0 0 0
G8917 7.5692026056091e-07 2.28279e-06 0 0 0 0 0 0
G8918 8.01244942406955e-07 2.72884e-06 0 0 0 0 0 0
G8919 1.54687590463784e-06 1.03656e-06 0 0 0 0 0 0
G8920 1.95993347083939e-07 1.04146e-10 0 0 0 0 0 2
G8921 7.5481743668897e-07 2.12934e-07 0 0 0 0 0 0
G8922 1.35956410402511e-07 1.04146e-10 0 0 42 0 56 0
G8923 1.44348260001643e-06 2.20878e-06 0 0 0 7 0 14
G8924 2.60170958970572e-06 3.11728e-06 0 0 0 0 0 0
G8925 2.08054318674983e-07 1.04146e-10 0 0 0 0 0 0
G8926 7.88951349503415e-07 3.60204e-06 0 0 4 0 7 0
G8927 2.83031915418132e-06 6.07084e-06 0 0 0 0 0 0
G8928 6.6297825068266e-07 1.04146e-10 0 0 0 0 0 0
G8929 1.9621083877004e-06 2.15872e-06 0 0 0 2 0 2
G8930 3.19271586681555e-07 6.25214e-07 0 0 0 0 0 0
G8931 2.57393109984634e-06 4.60898e-06 0 0 0 0 0 0
G8932 2.26701044795124e-06 7.08778e-06 0 0 0 0 0 0
G8933 2.20045208203679e-06 4.09732e-06 0 0 0 1 0 0
G8934 1.03831042031081e-06 1.80783e-06 0 0 0 0 0 0
G8935 4.45008227822634e-07 1.04146e-10 0 0 0 0 0 0
G8936 3.74613626540662e-07 1.21865e-06 0 0 0 2 0 3
G8937 1.44287790598619e-06 7.09142e-06 0 0 0 0 0 0
G8938 1.43378369823822e-06 2.72385e-06 0 0 0 0 0 0
G8939 9.30056296685005e-07 2.27094e-06 0 0 0 0 0 0
G8940 3.17039732676268e-07 1.04146e-10 0 0 0 0 0 0
G8941 1.10096699367451e-06 5.08965e-06 0 0 0 0 0 0
G8942 4.06295272436023e-07 1.3698e-06 0 0 0 0 0 0
G8943 7.9335890698851e-07 1.5546e-06 0 0 3 0 2 0
G8944 5.9000548332731e-07 1.04146e-10 0 0 0 0 0 0
G8945 6.54994328828215e-07 1.04146e-10 0 0 0 0 0 0
G8946 4.60180390715534e-07 1.04146e-10 0 0 0 0 0 0
G8947 2.38967468334512e-07 6.26814e-07 0 0 40 0 29 0
G8948 5.19071196099105e-07 1.1973e-06 0 0 0 0 0 0
G8949 1.09915485341306e-06 1.22582e-07 0 0 0 0 0 0
G8950 9.68939514061335e-07 3.62061e-06 0 0 0 0 0 0
G8951 3.71359503760459e-07 6.32062e-07 0 0 0 0 0 0
G8952 3.71359503760459e-07 1.04146e-10 0 0 0 0 0 0
G8953 1.05356272137477e-06 2.36384e-06 0 0 0 0 0 0
G8954 9.7790401272988e-07 2.77733e-06 0 0 0 0 0 0
G8955 1.02832199552172e-06 1.13095e-06 0 0 0 0 0 0
G8956 1.04043495040226e-06 2.68315e-06 0 0 0 0 0 0
G8957 5.21969039229885e-07 7.94157e-07 0 0 0 0 0 0
G8958 1.22507168606448e-06 4.47007e-06 0 0 0 0 0 0
G8959 1.08696286134892e-06 4.44627e-06 0 0 0 5 0 3
G8960 1.2462877026925e-06 3.4082e-06 0 0 0 0 0 0
G8961 9.6390976217743e-07 3.15585e-06 0 0 0 0 0 0
G8962 1.21696079792512e-06 3.97388e-06 0 0 3 0 0 0
G8963 1.94107891927838e-06 3.59811e-06 0 0 0 0 0 0
G8964 1.84843151575482e-06 3.95697e-06 0 0 0 1 0 5
G8965 1.87327386204532e-06 4.99283e-06 0 0 15 0 36 0
G8966 1.18006237858288e-06 2.29113e-06 0 0 0 0 0 0
G8967 2.1077679861138e-07 9.14805e-07 0 0 0 0 0 0
G8968 1.5822953330454e-06 5.2753e-06 0 0 0 0 0 0
G8969 4.11034929617892e-07 1.38843e-06 0 0 0 0 0 2
G8970 4.57469559222789e-07 1.69737e-06 0 0 0 0 0 0
G8971 4.05259650827869e-07 2.27924e-06 0 0 0 19 0 20
G8972 2.57924272725727e-07 1.04146e-10 0 0 0 0 0 0
G8973 1.35242092707334e-07 1.04146e-10 0 0 5 0 4 0
G8974 3.78641663709898e-07 2.17325e-06 0 0 0 0 0 0
G8975 4.52183711921931e-07 2.85176e-06 0 0 0 0 0 0
G8976 6.3592103141137e-07 3.00552e-06 0 0 0 0 0 0
G8977 6.52536614075295e-07 1.04146e-10 0 0 0 0 0 0
G8978 6.57204888803125e-07 4.47496e-06 0 0 1 0 1 0
G8979 1.15928255250969e-06 5.85875e-06 0 0 0 0 0 0
G8980 1.00163448320308e-06 3.16701e-06 0 0 0 0 0 0
G8981 7.6163957669178e-07 5.31458e-06 0 0 0 0 0 0
G8982 1.2243339260299e-06 4.04449e-06 0 0 0 0 0 0
G8983 9.1285663582553e-07 2.12943e-06 0 0 0 0 0 0
G8984 1.02492169825123e-06 3.10258e-06 0 0 1 0 0 0
G8985 1.06458893225192e-06 4.46545e-06 0 0 0 0 0 0
G8986 5.7506697585659e-07 8.24025e-07 0 0 0 1 0 0
G8987 3.15593012118973e-06 2.33969e-06 0 0 0 0 0 0
G8988 2.41435974675344e-06 1.14339e-05 0 0 0 0 0 0
G8989 2.77428254904492e-06 9.10141e-06 0 0 0 0 0 0
G8990 1.46901494071108e-06 5.30881e-06 0 0 0 0 0 0
G8991 1.06154233280207e-06 7.84716e-08 0 0 0 0 0 0
G8992 9.41815585438735e-07 1.36963e-07 0 0 0 0 0 0
G8993 1.07165508180805e-06 3.12624e-08 0 0 0 1 0 2
G8994 7.0055811847589e-07 1.04146e-10 0 0 0 0 0 0
G8995 9.9051837620081e-07 1.34705e-07 0 0 0 4 0 0
G8996 1.74233043588259e-06 2.03727e-08 0 0 0 0 0 0
G8997 1.70811417978538e-06 2.7517e-08 0 0 0 0 0 0
G8998 1.613782552725e-06 1.71756e-07 0 0 0 0 0 0
G8999 1.03897724160276e-06 1.04146e-10 0 0 0 7 0 3
G9000 1.54320197214551e-06 1.49336e-07 0 0 5 0 6 0
G9001 4.88912025876488e-07 1.76226e-06 0 0 0 0 0 0
G9002 1.9206806686139e-06 2.98492e-06 0 0 0 0 0 0
G9003 3.23252321498314e-06 8.42217e-06 0 0 0 0 0 0
G9004 1.32040059851588e-06 2.54025e-06 0 0 0 0 0 0
G9005 6.24323759853875e-08 1.04146e-10 0 0 0 0 0 0
G9006 3.40359515621598e-07 1.35895e-06 0 0 0 0 0 0
G9007 5.0109801458707e-07 1.04146e-10 0 0 0 2 0 0
G9008 1.71206747555378e-06 6.12962e-06 0 0 0 0 0 0
G9009 1.81352606839371e-06 5.52821e-06 0 0 4 0 9 0
G9010 1.4840888682452e-06 3.16172e-06 0 0 0 0 0 0
G9011 1.08951452770663e-06 4.60307e-06 0 0 0 0 0 2
G9012 1.64995966679883e-06 1.04146e-10 0 0 0 0 0 0
G9013 1.64995966679883e-06 1.04146e-10 0 0 0 12 0 5
G9014 4.31889100189243e-07 6.42917e-07 0 0 0 0 0 0
G9015 5.81994729825045e-07 1.13196e-06 0 0 0 5 0 4
G9016 9.4671317073803e-07 2.44466e-06 0 0 0 0 0 0
G9017 4.13873930265883e-07 6.26706e-07 0 0 0 0 0 0
G9018 1.97451086735001e-06 2.64063e-06 0 0 0 0 0 0
G9019 8.8247620936133e-07 1.15855e-06 0 0 0 0 0 0
G9020 9.7781785173664e-07 2.00262e-06 0 0 0 0 1 0
G9021 6.7770649101615e-07 1.04638e-06 0 0 0 0 0 0
G9022 1.93997942991645e-06 4.593e-06 0 0 0 0 0 0
G9023 1.36817484645413e-07 1.04146e-10 0 0 0 0 0 0
G9024 1.3684344571826e-07 1.04146e-10 0 0 0 0 0 0
G9025 1.37343303965727e-07 1.04146e-10 0 0 0 0 0 0
G9026 7.25498439698385e-07 1.04146e-10 0 0 0 0 0 0
G9027 1.33780676178688e-07 1.04146e-10 0 0 0 0 0 0
G9028 9.10378842049665e-08 1.04146e-10 0 0 0 0 0 0
G9029 2.10614992202898e-07 1.04146e-10 0 0 0 0 0 0
G9030 3.29489341827773e-07 1.04146e-10 0 0 0 0 0 0
G9031 4.59965314945474e-08 1.04146e-10 0 0 0 0 0 0
G9032 2.13529094242105e-07 1.04146e-10 0 0 0 0 0 0
G9033 8.7458026950458e-08 1.04146e-10 0 0 0 0 0 0
